분류명,번호,예전주소,현재주소,경도,위도,업데이트일시
30200CTVPOC323172279,020.신탄진동 144-29,신탄진동로7번길 67 (신탄진동 144-29),신탄진동로7번길 67 (신탄진동 144-29),127.4295723,36.4505349,2015-05-19 11:36:33
30200CTVPOC348966467,004.법2동 208-1,계족로608번길 46 (법2동 208-1),계족로608번길 46 (법2동 208-1),127.432684,36.3661761,2015-05-19 11:36:33
30200CTVPOC348966530,005.송촌동 442,선비마을로 155 (송촌동 442),선비마을로 155 (송촌동 442),127.437469,36.36866427,2015-05-19 11:36:33
30200CTVPOC348966561,006.법2동 189,법2동 189,법2동 189,127.4332443,36.3699324,2015-05-19 11:36:33
30200CTVPOC348966592,007.송촌동 496-1,선비마을로23번길 51 (송촌동 496-1),선비마을로23번길 51 (송촌동 496-1),127.444856,36.36459169,2015-05-19 11:36:33
30200CTVPOC348966608,008.비래동 127-1,비래동로23번길 31 (비래동 127-1),비래동로23번길 31 (비래동 127-1),127.4478367,36.35584738,2015-05-19 11:36:33
30200CTVPOC348966639,009.송촌동 221-50,동춘당로23번길 56-15 (송촌동 221-50),동춘당로23번길 56-15 (송촌동 221-50),127.4437284,36.35888497,2015-05-19 11:36:33
30200CTVPOC348966686,010.송촌동 241-1,한밭대로1283번길 80 (송촌동 241-1),한밭대로1283번길 80 (송촌동 241-1),127.440866,36.35681646,2015-05-19 11:36:33
30200CTVPOC348966717,011.법2동 199-4,계족산로17번길 109 (법2동 199-4),계족산로17번길 109 (법2동 199-4),127.4316317,36.36706884,2015-05-19 11:36:33
30200CTVPOC349099988,012.송촌동 294-1,동서대로1777번길 31 (송촌동 294-1),동서대로1777번길 31 (송촌동 294-1),127.4417952,36.35488401,2015-05-19 11:36:33
30200CTVPOC349100020,013.법2동 196-2,쌍청당로 45 (법2동 196-2),쌍청당로 45 (법2동 196-2),127.4340779,36.36509921,2015-05-19 11:36:33
30200CTVPOC349100113,017.비래동 130-18,비래동로 39 (비래동 130-18),비래동로 39 (비래동 130-18),127.4509589,36.3572775,2015-05-19 11:36:33
30200CTVPOC349100129,018.비래동 149-1,우암로412번길 45 (비래동 149-1),우암로412번길 45 (비래동 149-1),127.4556166,36.3566295,2015-05-19 11:36:33
30200CTVPOC349100160,019.비래동 109-3,우암로491번길 35 (비래동 109-3),우암로491번길 35 (비래동 109-3),127.4475163,36.3586243,2015-05-19 11:36:33
30200CTVPOC349100176,020.비래동 18-21,신상로 21 (비래동 18-21),신상로 21 (비래동 18-21),127.4556729,36.3547783,2015-05-19 11:36:33
30200CTVPOC349100207,021.비래동 115-39,우암로492번길 52 (비래동 115-39),우암로492번길 52 (비래동 115-39),127.4507323,36.3611202,2015-05-19 11:36:33
30200CTVPOC349237488,022.비래동 119-7,비래동로31번길 36 (비래동 119-7),비래동로31번길 36 (비래동 119-7),127.4488708,36.3572581,2015-05-19 11:36:33
30200CTVPOC349237519,023.비래동 122-3,비래동로7번길 60 (비래동 122-3),비래동로7번길 60 (비래동 122-3),127.4460733,36.3559815,2015-05-19 11:36:33
30200CTVPOC349237535,024.비래동 134-8,우암로442번길 23 (비래동 134-8),우암로442번길 23 (비래동 134-8),127.4540341,36.3583684,2015-05-19 11:36:33
30200CTVPOC349237566,025.비래동 135-1,우암로450번길 22 (비래동 135-1),우암로450번길 22 (비래동 135-1),127.4528056,36.3586492,2015-05-19 11:36:33
30200CTVPOC349237597,026.비래동 150-8,비래동로32번길 71 (비래동 150-8),비래동로32번길 71 (비래동 150-8),127.4539483,36.3553702,2015-05-19 11:36:33
30200CTVPOC349237644,027.비래동 556-33,비래서로10번길 41 (비래동 556-33),비래서로10번길 41 (비래동 556-33),127.4445847,36.3533396,2015-05-19 11:36:33
30200CTVPOC349237691,028.비래동 139-12(143-27),비래동로16번길 33 (비래동 139-12)(143-27),비래동로16번길 33 (비래동 139-12)(143-27),127.4515557,36.3547005,2015-05-19 11:36:33
30200CTVPOC349237737,029.송촌동 467-7,송촌북로16번길 20 (송촌동 467-7),송촌북로16번길 20 (송촌동 467-7),127.4378416,36.3640448,2015-05-19 11:36:33
30200CTVPOC349238642,030.송촌동 475-1,송촌동 475-1,송촌동 475-1,127.4393061,36.3644076,2015-05-19 11:36:33
30200CTVPOC349238673,031.송촌동 556-14,동춘당로15번길 15 (송촌동 556-14),동춘당로15번길 15 (송촌동 556-14),127.445973,36.35997253,2015-05-19 11:36:33
30200CTVPOC349322976,032.송촌동 559-4,송촌동 559-4,송촌동 559-4,127.4465051,36.3592497,2015-05-19 11:36:33
30200CTVPOC349323008,033.송촌동 441,선비마을로 165 (송촌동 441),선비마을로 165 (송촌동 441),127.4352496,36.36876611,2015-05-19 11:36:33
30200CTVPOC349323023,034.송촌동 243-27,송촌남로33번길 32 (송촌동 243-27),송촌남로33번길 32 (송촌동 243-27),127.4403468,36.3544888,2015-05-19 11:36:33
30200CTVPOC349323054,035.송촌동 488-1,송촌동 488-1,송촌동 488-1,127.4392042,36.3621397,2015-05-19 11:36:33
30200CTVPOC349323070,036.송촌동 220-32,동춘당로31번길 87 (송촌동 220-32),동춘당로31번길 87 (송촌동 220-32),127.4433026,36.3587788,2015-05-19 11:36:33
30200CTVPOC349323117,037.송촌동 505-1,송촌동 505-1,송촌동 505-1,127.4456092,36.36245653,2015-05-19 11:36:33
30200CTVPOC349323148,038.송촌동 224-5,송촌동 224-5,송촌동 224-5,127.439740118097,36.3573758327391,2015-05-19 11:36:33
30200CTVPOC349323164,039.송촌동 290-1(222-53),송촌남로47번길 26 (송촌동 290-1)(222-53),송촌남로47번길 26 (송촌동 290-1)(222-53),127.4429204,36.3570291,2015-05-19 11:36:33
30200CTVPOC349323195,040.송촌동 548-1,선비마을로 24 (송촌동 548-1),선비마을로 24 (송촌동 548-1),127.4470266,36.36284341,2015-05-19 11:36:33
30200CTVPOC349323226,041.법2동 205-5,법2동 205-5,법2동 205-5,127.4313732,36.36496813,2015-05-19 11:36:33
30200CTVPOC349416951,042.법2동 203-1,계족산로5번길 89 (법2동 203-1),계족산로5번길 89 (법2동 203-1),127.4309161,36.3659714,2015-05-19 11:36:33
30200CTVPOC349416983,043.송촌동 224-12,송촌로 41 (송촌동 224-12),송촌로 41 (송촌동 224-12),127.441014566969,36.3585798839497,2015-05-19 11:36:33
30200CTVPOC349416998,044.법2동 209-4,쌍청당로35번길 26 (법2동 209-4),쌍청당로35번길 26 (법2동 209-4),127.4329023,36.36520394,2015-05-19 11:36:33
30200CTVPOC349417029,045.법2동 190-1,법2동 190-1 ,법2동 190-1 ,127.4333063,36.36786874,2015-05-19 11:36:33
30200CTVPOC349417061,046.송촌동 551-7,선비마을로6번길 23 (송촌동 551-7),선비마을로6번길 23 (송촌동 551-7),127.4470523,36.3613492,2015-05-19 11:36:33
30200CTVPOC349417076,047.송촌동 443-1,동춘당로126번길 5 (송촌동 443-1),동춘당로126번길 5 (송촌동 443-1),127.4357445,36.36839586,2015-05-19 11:36:33
30200CTVPOC349417107,048.법2동 195-2,동춘당로 151 (법2동 195-2),동춘당로 151 (법2동 195-2),127.434118,36.36641552,2015-05-19 11:36:33
30200CTVPOC349417123,049.법2동 197-1,법2동 197-1,법2동 197-1,127.4321669,36.3666875,2015-05-19 11:36:33
30200CTVPOC349417154,050.법2동 440-3,법2동 440-3,법2동 440-3,127.4287704,36.3742863,2015-05-19 11:36:33
30200CTVPOC349417170,051.송촌동 222-42,동춘당로31번길 121 (송촌동 222-42),동춘당로31번길 121 (송촌동 222-42),127.4429797,36.35725257,2015-05-19 11:36:33
30200CTVPOC349494406,052.송촌동 219-4,동춘당로31번길 45 (송촌동 219-4),동춘당로31번길 45 (송촌동 219-4),127.4437202,36.35969785,2015-05-19 11:36:33
30200CTVPOC349494437,053.송촌동 483-17,계족산로36번길 45 (송촌동 483-17),계족산로36번길 45 (송촌동 483-17),127.4372105,36.36182842,2015-05-19 11:36:33
30200CTVPOC349494453,054.송촌동 243-1,한밭대로1283번길 46 (송촌동 243-1),한밭대로1283번길 46 (송촌동 243-1),127.4399291,36.35550024,2015-05-19 11:36:33
30200CTVPOC349494499,055.비래동 113-1,우암로492번길 22 (비래동 113-1),우암로492번길 22 (비래동 113-1),127.4490094,36.36020851,2015-05-19 11:36:33
30200CTVPOC349494515,056.비래동 121-1,비래동로23번길 63 (비래동 121-1),비래동로23번길 63 (비래동 121-1),127.4466387,36.35704341,2015-05-19 11:36:33
30200CTVPOC349494546,057.비래동 117-3,우암동로15번길 33 (비래동 117-3),우암동로15번길 33 (비래동 117-3),127.4500262,36.3595697,2015-05-19 11:36:33
30200CTVPOC349494577,058.송촌동 449-7,송촌동 449-7,송촌동 449-7,127.435855585108,36.3654096046809,2015-05-19 11:36:33
30200CTVPOC349494609,059.송촌동 443-1,동춘당로126번길 5 (송촌동 443-1),동춘당로126번길 5 (송촌동 443-1),127.4354773,36.36801498,2015-05-19 11:36:33
30200CTVPOC349494640,060.비래동 149-8,우암로 430-1 (비래동 149-8),우암로 430-1 (비래동 149-8),127.4544157,36.3569679,2015-05-19 11:36:33
30200CTVPOC349495747,061.송촌동 560-1,동춘당로23번길 51 (송촌동 560-1),동춘당로23번길 51 (송촌동 560-1),127.4446191,36.35918687,2015-05-19 11:36:33
30200RSERSE000009220,RSE9220,①삼화기전앞,①삼화기전앞,127.408285018,36.4318674717,2015-05-19 11:36:31
30200RSERSE000009247,RSE9247,①대덕구 오정동 344-3 대우자바라 앞/철교1 하상도로 금산방향,①대덕구 오정동 344-3 대우자바라 앞/철교1 하상도로 금산방향,127.410241065,36.3483833657,2015-05-19 11:36:31
30200RSERSE000009257,RSE9257,①대덕구 중리동 203-5/중리아파트3가/ 소망24시 열쇠,①대덕구 중리동 203-5/중리아파트3가/ 소망24시 열쇠,127.426996854,36.3592349098,2015-05-19 11:36:31
30200RSERSE000009323,RSE9323,①대덕구 목상동 38-5 영진가스상사 앞,①대덕구 목상동 38-5 영진가스상사 앞,127.413006478,36.4496293706,2015-05-19 11:36:31
30200RSERSE000009328,RSE9328,(4)송촌 중학교앞,(4)송촌 중학교앞,127.442363651,36.3638525951,2015-05-19 11:36:31
30200RSERSE000009402,RSE9402,④천변 한밭영업소 북편,④천변 한밭영업소 북편,127.397928748,36.3659207222,2015-05-19 11:36:31
30200RSERSE000009403,RSE9403,④천변 대화영업소 서편,④천변 대화영업소 서편,127.402353629,36.3738134008,2015-05-19 11:36:31
30200RSERSE000009502,RSE9502,대전 대덕구 덕암동 345 덕암우체국삼거리,대전 대덕구 덕암동 345 덕암우체국삼거리,127.421890918,36.4340008964,2015-05-19 11:36:31
30200RSERSE000009503,RSE9503,④와동APT네거리,④와동APT네거리,127.422898227,36.4012709369,2015-05-19 11:36:31
30200RSERSE000009512,RSE9512,대전 대덕구 법동 194-4,대전 대덕구 법동 194-4,127.434005184,36.3678806433,2015-05-19 11:36:31
30200RSERSE000009513,RSE9513,대전 대덕구 중리동 118-9 취수장주차장 앞,대전 대덕구 중리동 118-9 취수장주차장 앞,127.435548373,36.3620560272,2015-05-19 11:36:31
30200RSERSE000009999,RSE9999,대전 대덕구 신대동 69-11 신탄진방향,대전 대덕구 신대동 69-11 신탄진방향,127.417923583,36.407278798,2015-05-19 11:36:31
30200VDSIMG000000001,VDS0001,삼영카서비스 유성구 봉산동 707-2,삼영카서비스 유성구 봉산동 707-2,127.384202229,36.4462854132,2015-05-19 11:36:31
30200VDSIMG000000002,VDS0002,용정초교앞 대덕구 신탄진동 52-1,용정초교앞 대덕구 신탄진동 52-1,127.436303131,36.4537135786,2015-05-19 11:36:31
30200VDSIMG000000003,VDS0003,대덕대로 신구교 유성구 관평동 335-1,대덕대로 신구교 유성구 관평동 335-1,127.389792008,36.4352497633,2015-05-19 11:36:31
30200VDSIMG000000004,VDS0004,대덕대로신구교 유성구 봉산동 1003,대덕대로신구교 유성구 봉산동 1003,127.390184584,36.4350057241,2015-05-19 11:36:31
30200VDSIMG000000005,VDS0005,조치원길시경계 유성구 반석동 511번지,조치원길시경계 유성구 반석동 511번지,127.309837005,36.3984336186,2015-05-19 11:36:31
30200VDSIMG000000006,VDS0006,조치원길시경계 유성구 반석동 644번지,조치원길시경계 유성구 반석동 644번지,127.310729585,36.3982284762,2015-05-19 11:36:31
30200VDSIMG000000007,VDS0007,자운대네거리 유성구 방현동 61-1,자운대네거리 유성구 방현동 61-1,127.363843899,36.4030341342,2015-05-19 11:36:31
30200VDSIMG000000008,VDS0008,자운대네거리 유성구 장동 12-13,자운대네거리 유성구 장동 12-13,127.366339013,36.404046512,2015-05-19 11:36:31
30200VDSIMG000000009,VDS0009,와동주공 대덕구 와동 387-4번지선,와동주공 대덕구 와동 387-4번지선,127.423444371,36.414233554,2015-05-19 11:36:31
30170CTVRAW000000000,test,,,127.35953967795426,36.32321433077674,2015-05-19 11:36:31
11710CTVAPL000000001,aaaaaa,,,127.35907007663633,36.32414687686116,2015-05-19 11:36:31
30200CTVPOC20836039,031.매봉어린이공원,"가양로132번길 26(가양1동 430-6, 매봉어린이공원)","가양로132번길 26(가양1동 430-6, 매봉어린이공원)",127.4423909,36.348243,2015-05-19 11:36:34
30200CTVPOC20836086,032.가팔어린이공원,"가양2동 652-4, 가팔어린이공원","가양2동 652-4, 가팔어린이공원",127.4498392,36.344194,2015-05-19 11:36:34
30200CTVPOC20836101,033.안터어린이공원,"성동로 41(자양동 87-3, 안터어린이공원)","성동로 41(자양동 87-3, 안터어린이공원)",127.4522016,36.33929695,2015-05-19 11:36:34
30200CTVPOC20836133,034.동광어린이공원,"자양동 94-6, 동광어린이공원","자양동 94-6, 동광어린이공원",127.4493204,36.3364423,2015-05-19 11:36:34
30200CTVPOC20836148,035.무궁화어린이공원,"자양동 111-5, 무궁화어린이공원","자양동 111-5, 무궁화어린이공원",127.4512248,36.3328923,2015-05-19 11:36:34
30200CTVPOC20836179,036.가양1동 448-1번지 앞,합내로 70(가양1동 448-1),합내로 70(가양1동 448-1),127.4400808,36.3492862,2015-05-19 11:36:34
30200CTVPOC20836211,037.가양1동 435-26번지 앞,동대전로283번길 42 (가양1동 435-26),동대전로283번길 42 (가양1동 435-26),127.4429621,36.3451156,2015-05-19 11:36:34
30200CTVPOC20836257,038.자양동 85-31번지 앞,성동로7번길 35(자양동 85-31),성동로7번길 35(자양동 85-31),127.4515225,36.3384302,2015-05-19 11:36:34
30200CTVPOC20848878,074.제비네공원,제비네8길 35(도마2동 165-1 / 제비네공원옆),제비네8길 35(도마2동 165-1 / 제비네공원옆),127.3753569,36.3127088,2015-05-19 11:36:34
30200CTVPOC20848925,075.도마시장내 아치앞,"도마2길 43(도마1동 134-39 / 도마시장내, 아치앞)","도마2길 43(도마1동 134-39 / 도마시장내, 아치앞)",127.3814119,36.3145416,2015-05-19 11:36:34
30200CTVPOC20848972,076.철길교회쪽,"오량1길 40(복수동 283-38 /철길,교회쪽)","오량1길 40(복수동 283-38 /철길,교회쪽)",127.3758933,36.3103789,2015-05-19 11:36:34
30200CTVPOC20849003,077.정림동어린이도서관앞,정림동로 25(정림동 127-5 / 어린이도서관),정림동로 25(정림동 127-5 / 어린이도서관),127.3682383,36.3048369,2015-05-19 11:36:34
30200CTVPOC20849034,078.정림초교 4,정림로32(정림동 650 / 정림초정문좌측),정림로32(정림동 650 / 정림초정문좌측),127.3662481,36.3024678,2015-05-19 11:36:34
30200CTVPOC20849081,079.도마1동 세탁소,도마15길 18(도마1동 78-41 / 세탁소앞),도마15길 18(도마1동 78-41 / 세탁소앞),127.3804007,36.3199554,2015-05-19 11:36:34
30200CTVPOC20849112,080.대신고수정교회,"대신1길 72(도마1동 183-41 / 수정교회,대신중)","대신1길 72(도마1동 183-41 / 수정교회,대신중)",127.3810364,36.3118465,2015-05-19 11:36:34
30200BITBIT000005196,중촌초등학교,중구 중촌동 10-3 시영아파트 앞,중구 중촌동 10-3 시영아파트 앞,127.410039271,36.3410828208,2015-05-19 11:36:34
30200BITBIT000005197,중촌초등학교,중구 중촌동 87-8 시영아파트 건너편,중구 중촌동 87-8 시영아파트 건너편,127.410098988,36.3415205033,2015-05-19 11:36:34
30200BITBIT000005199,한남대학교,한남대 건너편/전자 계산 교육원 앞(Tel:629-7764),한남대 건너편/전자 계산 교육원 앞(Tel:629-7764),127.422224859,36.3513525203,2015-05-19 11:36:34
30200BITBIT000005200,버드내네거리,유천약국 앞,유천약국 앞,127.392702337,36.3169782469,2015-05-19 11:36:34
30200BITBIT000005303,오룡역5번출구,용두동시외버스터미널옆 / 알프스레포츠건너,용두동시외버스터미널옆 / 알프스레포츠건너,127.402388463,36.3310446594,2015-05-19 11:36:34
30200BITBIT000005304,온천교,유성구 봉명동 615-1,유성구 봉명동 615-1,127.343602281,36.3581311027,2015-05-19 11:36:34
30200BITBIT000005305,신탄진시장,대덕구 석봉동 305-15,대덕구 석봉동 305-15,127.424428316,36.4502268474,2015-05-19 11:36:34
30200BITBIT000005306,도마삼거리,서구 도마2동 188-16 컷트클럽앞,서구 도마2동 188-16 컷트클럽앞,127.376236022,36.3111553148,2015-05-19 11:36:34
30200BITBIT000005307,신탄진시장,대덕구 석봉동 202-10,대덕구 석봉동 202-10,127.425199617,36.4506450057,2015-05-19 11:36:34
30200BITBIT000005308,도마삼거리,서구 도마2동 189-7 날망회타운건너,서구 도마2동 189-7 날망회타운건너,127.37689636,36.3119191845,2015-05-19 11:36:34
30200BITBIT000005309,동부네거리,동구 용전동 111-7 (동서대로 1715-9) 버스승강장,동구 용전동 111-7 (동서대로 1715-9) 버스승강장,127.439721742,36.3504358264,2015-05-19 11:36:34
30200BITBIT000005311,명석고등학교,동구 가양동 47-6,동구 가양동 47-6,127.454130947,36.3540900867,2015-05-19 11:36:34
30200BITBIT000005314,한마을아파트,유성구 송강동 544,유성구 송강동 544,127.384166562,36.4289018734,2015-05-19 11:36:34
30200BITBIT000005315,건양대병원네거리,관저동 1433번지 느리울 11단지앞 건양대병원네거리,관저동 1433번지 느리울 11단지앞 건양대병원네거리,127.341529508,36.3023853251,2015-05-19 11:36:34
30200BITBIT000005317,원동네거리,동구 원동 35-3,동구 원동 35-3,127.435043268,36.3275998472,2015-05-19 11:36:34
30200BITBIT000005320,큰마을네거리,둔산동 1354,둔산동 1354,127.376304667,36.3492927218,2015-05-19 11:36:34
30200BITBIT000005325,대동역3번출구,동구 대동 160-1,동구 대동 160-1,127.441510395,36.3290557386,2015-05-19 11:36:34
30200BITBIT000005328,도마시장,서구 도마동 135-5,서구 도마동 135-5,127.3835096,36.314808433,2015-05-19 11:36:34
30200BITBIT000005332,한밭초등학교,둔산동 1385,둔산동 1385,127.394986596,36.3546863693,2015-05-19 11:36:34
30200BITBIT000005333,우송정보대학,동구 자양동 141-6,동구 자양동 141-6,127.445701869,36.3341788375,2015-05-19 11:36:34
30200BITBIT000005337,판암역,동구 판암동 484,동구 판암동 484,127.460204598,36.317553725,2015-05-19 11:36:34
30200BITBIT000005340,가양비래공원,대덕구 비래동 146-3,대덕구 비래동 146-3,127.45388687,36.3568235135,2015-05-19 11:36:34
30200BITBIT000005347,대고오거리,중구 대흥동 452-52,중구 대흥동 452-52,127.42313105,36.3233209903,2015-05-19 11:36:34
30200BITBIT000005348,서대전네거리,삼성디지털프라자 앞 / LG 영성주유소 건너,삼성디지털프라자 앞 / LG 영성주유소 건너,127.409162439,36.3248970618,2015-05-19 11:36:34
30200BITBIT000005351,아이빌딩,서구 둔산동 1275,서구 둔산동 1275,127.38071462,36.3515410358,2015-05-19 11:36:34
30200BITBIT000005353,용문역8번출구,신세대노래방앞 / 윤내과건너,신세대노래방앞 / 윤내과건너,127.394682675,36.3374057106,2015-05-19 11:36:34
30200BITBIT000005354,갈마네거리,갈마동 261-12,갈마동 261-12,127.3685162,36.3536428666,2015-05-19 11:36:34
30200BITBIT000005361,SK브로드밴드,서구 둔산동 1171,서구 둔산동 1171,127.380756237,36.3511517056,2015-05-19 11:36:34
30200BITBIT000005362,대동역7번출구,동구 대동 79-17,동구 대동 79-17,127.443716281,36.3302798252,2015-05-19 11:36:34
30200BITBIT000005364,산성네거리,중구 산성동 277-20,중구 산성동 277-20,127.38651906,36.3033406666,2015-05-19 11:36:34
30200BITBIT000005367,그린아파트,그린아파트앞 / 삼익소월아파트 건너,그린아파트앞 / 삼익소월아파트 건너,127.434323632,36.3679670997,2015-05-19 11:36:34
30200BITBIT000005368,용문동주민센터,윤내과앞 / 빵마을건너,윤내과앞 / 빵마을건너,127.394621,36.3371029991,2015-05-19 11:36:34
30200BITBIT000005371,홍도육교,동구 홍도동 64-2,동구 홍도동 64-2,127.429456464,36.3457070955,2015-05-19 11:36:34
30200BITBIT000005375,보람아파트,대전 대덕구 법2동 191 보람아파트 112동 앞,대전 대덕구 법2동 191 보람아파트 112동 앞,127.431315139,36.3704633943,2015-05-19 11:36:34
30200BITBIT000005379,석교동주민센터,중구 석교동 66-3,중구 석교동 66-3,127.443013203,36.3093145055,2015-05-19 11:36:34
30200BITBIT000005380,산성우성아파트,중구 산성동 114-1,중구 산성동 114-1,127.393875139,36.3111379736,2015-05-19 11:36:34
30200BITBIT000005383,서부농협본점,탄방동 1455,탄방동 1455,127.387206124,36.3424995726,2015-05-19 11:36:34
30200BITBIT000005384,원내동,유성구 원내동 320-1,유성구 원내동 320-1,127.318966392,36.2997597542,2015-05-19 11:36:34
30200BITBIT000005385,개나리아파트,탄방동 1452,탄방동 1452,127.383136113,36.343364626,2015-05-19 11:36:34
30200BITBIT000005388,도시철도공사앞,신진자동차학원앞 / 패션월드건너,신진자동차학원앞 / 패션월드건너,127.354822094,36.3513106475,2015-05-19 11:36:34
30200BITBIT000005389,한진오피스텔,유성구 봉명동 535-5,유성구 봉명동 535-5,127.342017715,36.3564276563,2015-05-19 11:36:34
30200BITBIT000005391,대전일보사,월평동 1528,월평동 1528,127.360790147,36.353554957,2015-05-19 11:36:34
30200BITBIT000005393,법2동주민센터,대덕구 중리동 133-3,대덕구 중리동 133-3,127.429882844,36.3665812293,2015-05-19 11:36:34
30200BITBIT000005406,선비마을4단지,대덕구 송촌동 462,대덕구 송촌동 462,127.444931532,36.3664384124,2015-05-19 11:36:34
30200BITBIT000005408,갈마1동주민센터,청춘야곡앞 / 서부농협건너,청춘야곡앞 / 서부농협건너,127.367768843,36.3534171169,2015-05-19 11:36:34
30200BITBIT000005409,궁동,유성구 궁동 423-5,유성구 궁동 423-5,127.349536202,36.3608051375,2015-05-19 11:36:34
30200BITBIT000005412,목동네거리,중구 목동 5-14,중구 목동 5-14,127.412151672,36.3337936207,2015-05-19 11:36:34
30200BITBIT000005413,탄방네거리,한양빌딩앞 / 자연시티빌건너,한양빌딩앞 / 자연시티빌건너,127.386161467,36.3421944649,2015-05-19 11:36:34
30200BITBIT000005416,중앙로역8번출구,중구 은행동 126-12,중구 은행동 126-12,127.424700219,36.3298281778,2015-05-19 11:36:34
30200BITBIT000005417,유승기업사,탄방동 520-2,탄방동 520-2,127.380970102,36.3435486533,2015-05-19 11:36:34
30200BITBIT000005419,가람아파트,둔산동 2154,둔산동 2154,127.396006075,36.35725567,2015-05-19 11:36:34
30200BITBIT000005420,오룡역1번출구,조마루감자탕앞 / 아시아나항공건너,조마루감자탕앞 / 아시아나항공건너,127.406214134,36.3273288286,2015-05-19 11:36:34
30200BITBIT000005428,대전대학교입구,꼬꾸마시주점앞,꼬꾸마시주점앞,127.456974987,36.3281470593,2015-05-19 11:36:34
30200BITBIT000005431,용문역3번출구,서구 용문동 594-7,서구 용문동 594-7,127.392507835,36.3379278485,2015-05-19 11:36:34
30200BITBIT000005434,월드컵경기장역,노은동 503-7,노은동 503-7,127.31766016,36.3687651169,2015-05-19 11:36:34
30200BITBIT000005439,장대네거리,유성구 장대동 352-11,유성구 장대동 352-11,127.336338028,36.3614394672,2015-05-19 11:36:34
30200BITBIT000005441,송촌고등학교,대덕구 송촌동 502-2,대덕구 송촌동 502-2,127.444571521,36.3621059551,2015-05-19 11:36:34
30200BITBIT000005444,롯데아파트,롯데쇼핑앞 / 대전외국어고등학교건너,롯데쇼핑앞 / 대전외국어고등학교건너,127.36678468,36.3374065367,2015-05-19 11:36:34
30200BITBIT000005446,회덕동주민센터,삼성유통앞 / 회덕동사무소건너,삼성유통앞 / 회덕동사무소건너,127.42065805,36.3766376845,2015-05-19 11:36:34
30200BITBIT000005447,시청역,현대오피스텔앞,현대오피스텔앞,127.388084196,36.3514246539,2015-05-19 11:36:34
30200BITBIT000005448,공동관리아파트,유성구 도룡동 431,유성구 도룡동 431,127.378427911,36.3823820356,2015-05-19 11:36:34
30200BITBIT000005453,증산도교육문화회관,대덕구 중리동 409-3,대덕구 중리동 409-3,127.424900675,36.3591142384,2015-05-19 11:36:34
30200BITBIT000005455,이마트,E-마트앞 / KT대전영업국건너,E-마트앞 / KT대전영업국건너,127.379159253,36.3553995801,2015-05-19 11:36:34
30200BITBIT000005459,원동네거리,동구 인동 6-1,동구 인동 6-1,127.43536549,36.3259677677,2015-05-19 11:36:34
30200BITBIT000005463,북대전농협,유성구 송강동 16-1,유성구 송강동 16-1,127.385699472,36.4352303788,2015-05-19 11:36:34
30200BITBIT000005465,중촌동주민센터,중구 중촌동 102-3,중구 중촌동 102-3,127.413143312,36.3386810541,2015-05-19 11:36:34
30200BITBIT000005468,갤러리아타임월드,둔산동 984,둔산동 984,127.377086785,36.3520565725,2015-05-19 11:36:34
30200BITBIT000005469,대전충남병무청,무궁화프라자앞 / 병무청건너,무궁화프라자앞 / 병무청건너,127.415398884,36.3230217796,2015-05-19 11:36:34
30200BITBIT000005470,갤러리아타임월드,둔산동 1056,둔산동 1056,127.376958979,36.3515773831,2015-05-19 11:36:34
30200BITBIT000005471,은하수네거리,둔산동 1044,둔산동 1044,127.377206191,36.3499347397,2015-05-19 11:36:34
30200BITBIT000005476,국화아파트,둔산동 1809,둔산동 1809,127.395480409,36.3541195143,2015-05-19 11:36:34
30200BITBIT000005477,부사네거리,중구 부사동 129-9,중구 부사동 129-9,127.433783869,36.3134678903,2015-05-19 11:36:34
30200BITBIT000005478,송강초등학교,유성구 송강동 199,유성구 송강동 199,127.38399754,36.4324821888,2015-05-19 11:36:34
30200BITBIT000005479,중앙중고등학교,중구 중촌동 105-11,중구 중촌동 105-11,127.413176503,36.3392235273,2015-05-19 11:36:34
30200BITBIT000005484,유성시외버스정류장,"송명준산부인과,유성세브란스앞 / 대성소비자수퍼건너","송명준산부인과,유성세브란스앞 / 대성소비자수퍼건너",127.334881604,36.3554669054,2015-05-19 11:36:34
30200BITBIT000005491,평생교육문화센터,세븐일레븐앞 / 경남아파트110동건너,세븐일레븐앞 / 경남아파트110동건너,127.370658982,36.3235417797,2015-05-19 11:36:34
30200BITBIT000005498,대전중학교,중구 대흥동 330-26,중구 대흥동 330-26,127.424173516,36.3199723955,2015-05-19 11:36:34
30200BITBIT000005503,전자디자인고,신성동 174,신성동 174,127.377923101,36.4125856629,2015-05-19 11:36:34
30200BITBIT000005635,서대전네거리역,용두동 23-7,용두동 23-7,127.410777352,36.3241313325,2015-05-19 11:36:34
30200BITBIT000005653,서대전네거리역,중구 문화동 1-30,중구 문화동 1-30,127.413693982,36.3212713539,2015-05-19 11:36:34
30200BITBIT000005657,시청역,둔산동 1458,둔산동 1458,127.388698011,36.351147633,2015-05-19 11:36:34
30200BITBIT000005669,수정타운아파트,둔산동 1346,둔산동 1346,127.397452453,36.3578878404,2015-05-19 11:36:34
30200BITBIT000005680,복음양지아파트,도마2동 114-14(복음양지아파트),도마2동 114-14(복음양지아파트),127.371445513,36.3165401377,2015-05-19 11:36:34
30200BITBIT000005683,드리움아파트,대정동 313-2,대정동 313-2,127.320049254,36.3143681821,2015-05-19 11:36:34
30200BITBIT000005689,다솔아파트,궁동 418,궁동 418,127.347064564,36.3614117414,2015-05-19 11:36:34
